;time;distance;nodeaddr;lat;lon;gwaddr;gtw_lat;gtw_lon;rs_id;rs_lat;rs_lon;rs_distance
0;2019-08-28 00:00:00;157.69602177203183;budapest01;47.4976;19.0399;nagyszenes01;46.6515;20.7065;HUM00012843;47.4333;19.1833;65
