id, time, nodeaddr, appeui, gwaddr, modulation, datarate, snr, rssi, freq, lat, lon, alt, accuracy, hdop, sats, provider, user_agent
147851762, 2020-04-11 13:10:52, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE105EAAF5E3B3, LORA, SF9BW125, -5.20, -105.00, 868.500, 52.066449, 5.130047, -15.0, 0.00, 2.5, 0, hdop, null
147851730, 2020-04-11 13:10:42, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -11.20, -117.00, 867.700, 52.066449, 5.130047, -15.0, 0.00, 2.5, 0, hdop, null
147851731, 2020-04-11 13:10:42, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -7.50, -120.00, 867.700, 52.066449, 5.130047, -15.0, 0.00, 2.5, 0, hdop, null
147851689, 2020-04-11 13:10:31, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -6.00, -119.00, 867.700, 52.066449, 5.129983, -14.0, 0.00, 1.4, 0, hdop, null
147851629, 2020-04-11 13:10:11, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E015D, LORA, SF9BW125, -10.50, -113.00, 867.100, 52.066192, 5.130540, -18.0, 0.00, 1.7, 0, hdop, null
147851555, 2020-04-11 13:09:50, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E015D, LORA, SF9BW125, -9.50, -107.00, 867.500, 52.065172, 5.130004, -18.0, 0.00, 1.4, 0, hdop, null
147851501, 2020-04-11 13:09:40, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E015D, LORA, SF9BW125, -11.50, -119.00, 867.100, 52.065215, 5.129339, -17.0, 0.00, 1.6, 0, hdop, null
147851455, 2020-04-11 13:09:30, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -4.80, -117.00, 867.700, 52.064647, 5.129124, -14.0, 0.00, 2.5, 0, hdop, null
147851352, 2020-04-11 13:08:59, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -10.50, -114.00, 867.300, 52.064636, 5.126700, -4.0, 0.00, 1.7, 0, hdop, null
147851365, 2020-04-11 13:08:59, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E015D, LORA, SF9BW125, -9.00, -115.00, 867.300, 52.064636, 5.126700, -4.0, 0.00, 1.7, 0, hdop, null
147851333, 2020-04-11 13:08:48, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030919, LORA, SF9BW125, -12.00, -119.00, 867.100, 52.064636, 5.126700, -5.0, 0.00, 1.7, 0, hdop, null
147851334, 2020-04-11 13:08:48, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -6.50, -117.00, 867.100, 52.064636, 5.126700, -5.0, 0.00, 1.7, 0, hdop, null
147851335, 2020-04-11 13:08:48, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -3.20, -117.00, 867.100, 52.064636, 5.126700, -5.0, 0.00, 1.7, 0, hdop, null
147850962, 2020-04-11 13:07:08, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -1.50, -119.00, 867.900, 52.065762, 5.126142, -6.0, 0.00, 1.4, 0, hdop, null
147850963, 2020-04-11 13:07:08, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -12.20, -117.00, 867.900, 52.065762, 5.126142, -6.0, 0.00, 1.4, 0, hdop, null
147850923, 2020-04-11 13:06:57, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -8.20, -112.00, 867.100, 52.065773, 5.126142, -3.0, 0.00, 1.4, 0, hdop, null
147850888, 2020-04-11 13:06:47, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -7.50, -118.00, 868.100, 52.065805, 5.126185, 18.0, 0.00, 1.2, 0, hdop, null
147850783, 2020-04-11 13:06:16, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 2.20, -123.00, 867.900, 52.066782, 5.127043, -15.0, 0.00, 1.7, 0, hdop, null
147850701, 2020-04-11 13:05:55, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, 4.20, -115.00, 867.100, 52.069925, 5.130905, -13.0, 0.00, 1.4, 0, hdop, null
147850657, 2020-04-11 13:05:45, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030919, LORA, SF9BW125, -7.00, -119.00, 867.300, 52.071331, 5.133072, -12.0, 0.00, 1.4, 0, hdop, null
147850658, 2020-04-11 13:05:45, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, 3.80, -114.00, 867.300, 52.071331, 5.133072, -12.0, 0.00, 1.4, 0, hdop, null
147850623, 2020-04-11 13:05:35, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -1.20, -117.00, 867.900, 52.072479, 5.135604, -10.0, 0.00, 1.4, 0, hdop, null
147850541, 2020-04-11 13:05:14, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 9.00, -103.00, 868.100, 52.075558, 5.140068, -12.0, 0.00, 1.2, 0, hdop, null
147850503, 2020-04-11 13:05:04, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 6.50, -109.00, 868.100, 52.077360, 5.141312, -12.0, 0.00, 1.2, 0, hdop, null
147850445, 2020-04-11 13:04:43, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 8.50, -103.00, 867.900, 52.081233, 5.144059, -14.0, 0.00, 1.2, 0, hdop, null
147850344, 2020-04-11 13:04:12, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -5.00, -115.00, 867.700, 52.086244, 5.148543, -16.0, 0.00, 1.5, 0, hdop, null
147850303, 2020-04-11 13:04:02, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 7.00, -109.00, 867.900, 52.087960, 5.148264, -17.0, 0.00, 1.2, 0, hdop, null
147850282, 2020-04-11 13:03:52, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 5.80, -117.00, 868.100, 52.088711, 5.148350, -18.0, 0.00, 1.4, 0, hdop, null
147850250, 2020-04-11 13:03:42, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 6.00, -114.00, 867.900, 52.088733, 5.148393, -19.0, 0.00, 1.4, 0, hdop, null
147850251, 2020-04-11 13:03:42, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -10.80, -119.00, 867.900, 52.088733, 5.148393, -19.0, 0.00, 1.4, 0, hdop, null
147850252, 2020-04-11 13:03:42, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E015D, LORA, SF9BW125, 0.20, -117.00, 867.900, 52.088733, 5.148393, -19.0, 0.00, 1.4, 0, hdop, null
147850218, 2020-04-11 13:03:31, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 0.00, -109.00, 867.300, 52.089076, 5.149359, -18.0, 0.00, 1.4, 0, hdop, null
147850219, 2020-04-11 13:03:31, rfsee_drivetest_unit_4, rfsee_ttnmapper, FCC23DFFFE0EF645, LORA, SF9BW125, -11.20, -118.00, 867.300, 52.089076, 5.149359, -18.0, 0.00, 1.4, 0, hdop, null
147850141, 2020-04-11 13:03:11, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E015D, LORA, SF9BW125, -3.00, -119.00, 867.900, 52.091179, 5.156719, -19.0, 0.00, 1.4, 0, hdop, null
147850088, 2020-04-11 13:03:00, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE02A9759F35A1, LORA, SF9BW125, -2.00, -113.00, 868.100, 52.091973, 5.161504, -20.0, 0.00, 1.7, 0, hdop, null
147850050, 2020-04-11 13:02:50, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -2.80, -106.00, 868.100, 52.092370, 5.164765, -20.0, 0.00, 1.4, 0, hdop, null
147850051, 2020-04-11 13:02:50, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -9.20, -115.00, 868.100, 52.092370, 5.164765, -20.0, 0.00, 1.4, 0, hdop, null
147850022, 2020-04-11 13:02:40, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 8.80, -102.00, 867.100, 52.092692, 5.168864, -20.0, 0.00, 1.4, 0, hdop, null
147849994, 2020-04-11 13:02:29, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 3.50, -103.00, 867.500, 52.092853, 5.173434, -21.0, 0.00, 1.2, 0, hdop, null
147849995, 2020-04-11 13:02:29, rfsee_drivetest_unit_4, rfsee_ttnmapper, FF0078A504F5B057, LORA, SF9BW125, -8.80, -119.00, 867.500, 52.092853, 5.173434, -21.0, 0.00, 1.2, 0, hdop, null
147849996, 2020-04-11 13:02:29, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080602ED, LORA, SF9BW125, -4.20, -117.00, 867.500, 52.092853, 5.173434, -21.0, 0.00, 1.2, 0, hdop, null
147849964, 2020-04-11 13:02:19, rfsee_drivetest_unit_4, rfsee_ttnmapper, FF0078A504F5B057, LORA, SF9BW125, 1.00, -115.00, 868.500, 52.092799, 5.177597, -21.0, 0.00, 1.4, 0, hdop, null
147849965, 2020-04-11 13:02:19, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080602ED, LORA, SF9BW125, 4.20, -109.00, 868.500, 52.092799, 5.177597, -21.0, 0.00, 1.4, 0, hdop, null
147849900, 2020-04-11 13:01:58, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080602ED, LORA, SF9BW125, -2.00, -119.00, 867.900, 52.092477, 5.186266, -20.0, 0.00, 1.5, 0, hdop, null
147849901, 2020-04-11 13:01:58, rfsee_drivetest_unit_4, rfsee_ttnmapper, FCC23DFFFE0EF645, LORA, SF9BW125, -9.50, -119.00, 867.900, 52.092477, 5.186266, -20.0, 0.00, 1.5, 0, hdop, null
147849870, 2020-04-11 13:01:48, rfsee_drivetest_unit_4, rfsee_ttnmapper, FF0078A504F5B057, LORA, SF9BW125, 0.20, -114.00, 867.700, 52.092499, 5.190407, -19.0, 0.00, 1.2, 0, hdop, null
147849871, 2020-04-11 13:01:48, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080602ED, LORA, SF9BW125, 0.50, -119.00, 867.700, 52.092499, 5.190407, -19.0, 0.00, 1.2, 0, hdop, null
147849872, 2020-04-11 13:01:48, rfsee_drivetest_unit_4, rfsee_ttnmapper, FCC23DFFFE0EF645, LORA, SF9BW125, -13.20, -118.00, 867.700, 52.092499, 5.190407, -19.0, 0.00, 1.2, 0, hdop, null
147849836, 2020-04-11 13:01:38, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080602ED, LORA, SF9BW125, 5.50, -115.00, 868.100, 52.092617, 5.194549, -17.0, 0.00, 1.2, 0, hdop, null
147849837, 2020-04-11 13:01:38, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 9.80, -103.00, 868.100, 52.092617, 5.194549, -17.0, 0.00, 1.2, 0, hdop, null
147849838, 2020-04-11 13:01:38, rfsee_drivetest_unit_4, rfsee_ttnmapper, B827EBFFFE0E8065, LORA, SF9BW125, -3.20, -109.00, 868.100, 52.092617, 5.194549, -17.0, 0.00, 1.2, 0, hdop, null
147849839, 2020-04-11 13:01:38, rfsee_drivetest_unit_4, rfsee_ttnmapper, FF0078A504F5B057, LORA, SF9BW125, -0.20, -118.00, 868.100, 52.092617, 5.194549, -17.0, 0.00, 1.2, 0, hdop, null
147849811, 2020-04-11 13:01:28, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 0.50, -101.00, 868.500, 52.092928, 5.199076, -14.0, 0.00, 1.2, 0, hdop, null
147849774, 2020-04-11 13:01:17, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE02A9759F35A1, LORA, SF9BW125, -7.00, -117.00, 867.300, 52.093840, 5.202939, -17.0, 0.00, 1.4, 0, hdop, null
147849775, 2020-04-11 13:01:17, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -8.20, -117.00, 867.300, 52.093840, 5.202939, -17.0, 0.00, 1.4, 0, hdop, null
147849490, 2020-04-11 12:59:55, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -5.00, -119.00, 867.100, 52.103732, 5.230877, -29.0, 0.00, 1.4, 0, hdop, null
147849445, 2020-04-11 12:59:45, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 5.20, -119.00, 867.900, 52.104021, 5.235511, -29.0, 0.00, 1.4, 0, hdop, null
147849402, 2020-04-11 12:59:34, rfsee_drivetest_unit_4, rfsee_ttnmapper, 58A0CBFFFE80121A, LORA, SF9BW125, -6.75, -107.00, 867.900, 52.104204, 5.239696, -17.0, 0.00, 1.4, 0, hdop, null
147849403, 2020-04-11 12:59:34, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 8.20, -102.00, 867.900, 52.104204, 5.239696, -17.0, 0.00, 1.4, 0, hdop, null
147849404, 2020-04-11 12:59:34, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE181B3531B4E6, LORA, SF9BW125, 5.80, -119.00, 867.900, 52.104204, 5.239696, -17.0, 0.00, 1.4, 0, hdop, null
147849368, 2020-04-11 12:59:24, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 6.20, -96.00, 867.500, 52.104461, 5.243923, -16.0, 0.00, 1.4, 0, hdop, null
147849369, 2020-04-11 12:59:24, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE181B3531B4E6, LORA, SF9BW125, 0.50, -115.00, 867.500, 52.104461, 5.243923, -16.0, 0.00, 1.4, 0, hdop, null
147849333, 2020-04-11 12:59:14, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 1.50, -115.00, 868.500, 52.104730, 5.248536, -17.0, 0.00, 1.4, 0, hdop, null
147849283, 2020-04-11 12:58:53, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -1.20, -113.00, 868.500, 52.105845, 5.256776, -17.0, 0.00, 1.4, 0, hdop, null
147849240, 2020-04-11 12:58:43, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 3.50, -114.00, 867.900, 52.106704, 5.260767, -15.0, 0.00, 1.2, 0, hdop, null
147849241, 2020-04-11 12:58:43, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE181B3531B4E6, LORA, SF9BW125, -13.50, -121.00, 867.900, 52.106704, 5.260767, -15.0, 0.00, 1.2, 0, hdop, null
147849203, 2020-04-11 12:58:33, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 1.50, -117.00, 867.500, 52.107659, 5.265166, -16.0, 0.00, 1.4, 0, hdop, null
147849163, 2020-04-11 12:58:22, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, 3.80, -115.00, 867.900, 52.108549, 5.269157, -16.0, 0.00, 1.4, 0, hdop, null
147849144, 2020-04-11 12:58:12, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -4.50, -117.00, 867.700, 52.109558, 5.273449, -15.0, 0.00, 1.4, 0, hdop, null
147849051, 2020-04-11 12:57:41, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -7.50, -120.00, 867.100, 52.112197, 5.285250, -13.0, 0.00, 1.4, 0, hdop, null
147849015, 2020-04-11 12:57:31, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -6.80, -119.00, 867.500, 52.113152, 5.289713, -13.0, 0.00, 1.2, 0, hdop, null
147848931, 2020-04-11 12:57:10, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -10.50, -119.00, 867.300, 52.114804, 5.297910, -11.0, 0.00, 1.4, 0, hdop, null
147848888, 2020-04-11 12:57:00, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -4.80, -119.00, 867.500, 52.115405, 5.302030, -10.0, 0.00, 1.4, 0, hdop, null
147848798, 2020-04-11 12:56:29, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 0.00, -115.00, 867.100, 52.116381, 5.315012, 19.0, 0.00, 1.4, 0, hdop, null
147848722, 2020-04-11 12:56:08, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, 3.50, -117.00, 867.700, 52.117432, 5.323702, 29.0, 0.00, 1.4, 0, hdop, null
147848697, 2020-04-11 12:55:58, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B080E0FFD, LORA, SF9BW125, -2.20, -117.00, 868.100, 52.118441, 5.327586, 35.0, 0.00, 1.4, 0, hdop, null
147848698, 2020-04-11 12:55:58, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE10447D01EB25, LORA, SF9BW125, -11.00, -119.00, 868.100, 52.118441, 5.327586, 35.0, 0.00, 1.4, 0, hdop, null
147848584, 2020-04-11 12:55:17, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0000024B08030954, LORA, SF9BW125, -13.50, -119.00, 867.900, 52.123752, 5.342650, 21.0, 0.00, 1.2, 0, hdop, null
147848158, 2020-04-11 12:53:03, rfsee_drivetest_unit_4, rfsee_ttnmapper, 1DEE0AF602DE3222, LORA, SF9BW125, -7.80, -108.00, 867.100, 52.134566, 5.396380, -10.0, 0.00, 1.4, 0, hdop, null
147847754, 2020-04-11 12:50:59, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -1.00, -114.00, 867.700, 52.161989, 5.419897, -12.0, 0.00, 1.2, 0, hdop, null
147847704, 2020-04-11 12:50:49, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, 6.25, -109.00, 867.300, 52.164457, 5.420820, -12.0, 0.00, 1.2, 0, hdop, null
147847681, 2020-04-11 12:50:39, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-3, LORA, SF9BW125, -7.75, -117.00, 867.900, 52.167171, 5.422064, -11.0, 0.00, 1.2, 0, hdop, null
147847682, 2020-04-11 12:50:39, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, 5.50, -115.00, 867.900, 52.167171, 5.422064, -11.0, 0.00, 1.2, 0, hdop, null
147847586, 2020-04-11 12:50:08, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -4.50, -119.00, 867.500, 52.174456, 5.426528, -10.0, 0.00, 1.2, 0, hdop, null
147847509, 2020-04-11 12:49:47, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -2.75, -123.00, 867.900, 52.177439, 5.429060, -17.0, 0.00, 1.4, 0, hdop, null
147847484, 2020-04-11 12:49:37, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -3.50, -119.00, 867.700, 52.177310, 5.427193, -19.0, 0.00, 1.2, 0, hdop, null
147847360, 2020-04-11 12:49:06, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-3, LORA, SF9BW125, -10.00, -112.00, 867.500, 52.172364, 5.435196, -14.0, 0.00, 1.2, 0, hdop, null
147847361, 2020-04-11 12:49:06, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -0.25, -109.00, 867.500, 52.172364, 5.435196, -14.0, 0.00, 1.2, 0, hdop, null
147847218, 2020-04-11 12:48:25, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -10.25, -114.00, 868.500, 52.167461, 5.450346, -20.0, 0.00, 1.4, 0, hdop, null
147847199, 2020-04-11 12:48:14, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-3, LORA, SF9BW125, -8.75, -115.00, 868.500, 52.167139, 5.454465, -20.0, 0.00, 1.2, 0, hdop, null
147847166, 2020-04-11 12:48:04, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -4.25, -117.00, 867.300, 52.166871, 5.458585, -21.0, 0.00, 1.4, 0, hdop, null
147847143, 2020-04-11 12:47:54, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -9.75, -120.00, 867.900, 52.166560, 5.462727, -21.0, 0.00, 1.2, 0, hdop, null
147847085, 2020-04-11 12:47:33, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, -10.50, -121.00, 868.500, 52.165948, 5.471117, -20.0, 0.00, 1.2, 0, hdop, null
147846936, 2020-04-11 12:46:52, rfsee_drivetest_unit_4, rfsee_ttnmapper, mjs-gateway-4, LORA, SF9BW125, -10.50, -118.00, 867.700, 52.164704, 5.487961, -18.0, 0.00, 1.2, 0, hdop, null
147846901, 2020-04-11 12:46:42, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, -2.25, -120.00, 867.700, 52.164382, 5.492510, -18.0, 0.00, 1.2, 0, hdop, null
147846870, 2020-04-11 12:46:31, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, -2.75, -120.00, 867.500, 52.164060, 5.496608, -18.0, 0.00, 1.2, 0, hdop, null
147846833, 2020-04-11 12:46:21, rfsee_drivetest_unit_4, rfsee_ttnmapper, 58A0CBFFFE800458, LORA, SF9BW125, -9.50, -112.00, 867.100, 52.163760, 5.500728, -18.0, 0.00, 1.2, 0, hdop, null
147846834, 2020-04-11 12:46:21, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, -6.75, -120.00, 867.100, 52.163760, 5.500728, -18.0, 0.00, 1.2, 0, hdop, null
147846798, 2020-04-11 12:46:11, rfsee_drivetest_unit_4, rfsee_ttnmapper, 58A0CBFFFE800458, LORA, SF9BW125, -9.50, -111.00, 867.300, 52.163470, 5.504848, -17.0, 0.00, 1.2, 0, hdop, null
147846799, 2020-04-11 12:46:11, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 1.75, -119.00, 867.300, 52.163470, 5.504848, -17.0, 0.00, 1.2, 0, hdop, null
147846768, 2020-04-11 12:46:00, rfsee_drivetest_unit_4, rfsee_ttnmapper, 58A0CBFFFE800458, LORA, SF9BW125, 2.25, -106.00, 867.300, 52.163127, 5.509333, -17.0, 0.00, 1.2, 0, hdop, null
147846769, 2020-04-11 12:46:00, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 8.00, -117.00, 867.300, 52.163127, 5.509333, -17.0, 0.00, 1.2, 0, hdop, null
147846742, 2020-04-11 12:45:50, rfsee_drivetest_unit_4, rfsee_ttnmapper, 58A0CBFFFE800458, LORA, SF9BW125, 2.50, -109.00, 867.900, 52.162891, 5.513453, -17.0, 0.00, 1.2, 0, hdop, null
147846743, 2020-04-11 12:45:50, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 9.00, -111.00, 867.900, 52.162891, 5.513453, -17.0, 0.00, 1.2, 0, hdop, null
147846709, 2020-04-11 12:45:40, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 7.25, -75.00, 867.500, 52.162794, 5.517615, -16.0, 0.00, 1.2, 0, hdop, null
147846674, 2020-04-11 12:45:29, rfsee_drivetest_unit_4, rfsee_ttnmapper, 58A0CBFFFE800458, LORA, SF9BW125, 5.00, -103.00, 868.500, 52.162901, 5.522186, -16.0, 0.00, 1.2, 0, hdop, null
147846675, 2020-04-11 12:45:29, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 5.50, -91.00, 868.500, 52.162901, 5.522186, -16.0, 0.00, 1.2, 0, hdop, null
147846644, 2020-04-11 12:45:19, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 4.75, -115.00, 867.900, 52.163073, 5.526220, -16.0, 0.00, 1.4, 0, hdop, null
147846621, 2020-04-11 12:45:09, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 5.00, -123.00, 867.500, 52.163277, 5.530125, -16.0, 0.00, 1.4, 0, hdop, null
147846596, 2020-04-11 12:44:59, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, 0.50, -123.00, 868.300, 52.163695, 5.534546, -17.0, 0.00, 1.4, 0, hdop, null
147846355, 2020-04-11 12:43:47, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_terschuur, LORA, SF9BW125, -12.00, -121.00, 867.300, 52.167483, 5.563599, -8.0, 0.00, 1.4, 0, hdop, null
147846016, 2020-04-11 12:42:03, rfsee_drivetest_unit_4, rfsee_ttnmapper, EEECCAAEA3F33FDF, LORA, SF9BW125, 1.75, -114.00, 868.500, 52.169371, 5.606236, -8.0, 0.00, 1.4, 0, hdop, null
147843566, 2020-04-11 12:29:43, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_apeldoorn_werkgebouw-zuid, LORA, SF9BW125, -10.75, -120.00, 867.100, 52.187814, 5.858235, 53.0, 0.00, 1.3, 0, hdop, null
147842850, 2020-04-11 12:26:06, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_apeldoorn_stadhuis, LORA, SF9BW125, -4.50, -119.00, 867.100, 52.176387, 5.945996, 30.0, 0.00, 1.3, 0, hdop, null
147842782, 2020-04-11 12:25:46, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_apeldoorn_werkgebouw-zuid, LORA, SF9BW125, -3.25, -120.00, 868.500, 52.173952, 5.953249, 27.0, 0.00, 1.3, 0, hdop, null
147842741, 2020-04-11 12:25:36, rfsee_drivetest_unit_4, rfsee_ttnmapper, 0031552048001A03, LORA, SF9BW125, -8.00, -115.00, 868.100, 52.173104, 5.957605, 25.0, 0.00, 1.3, 0, hdop, null
147842661, 2020-04-11 12:25:15, rfsee_drivetest_unit_4, rfsee_ttnmapper, ttn_apeldoorn_werkgebouw-zuid, LORA, SF9BW125, 1.25, -115.00, 867.500, 52.172665, 5.965845, 23.0, 0.00, 1.3, 0, hdop, null
